kD,kP,Start_guess
2.5372502018303322,2.162364073141978,1
1.5229635683295335,1.4779150224383386,2
-2.6412319303251475,1.0594483317254522,3
2.078782381314767,2.2243578611516845,4
-0.8608247515139276,-2.430548033306355,5
-0.21983509774211818,-2.9679272382890414,6
-2.4790751265146294,-1.8131054854330486,7
-2.2111275169740185,0.715018885179318,8
0.17363734836609135,-1.2126400958257786,9
-2.645215760929611,-2.825401334736474,10
